app,mode,destination,source,distance,price
Lyft,Lux,Financial District,Fenway,4.35,27.5
Uber,WAV,Theatre District,Fenway,2.66,15.0
Lyft,Lyft,Haymarket Square,Theatre District,1.76,9.0
Uber,UberX,Fenway,North Station,3.05,10.5
Uber,UberXL,Financial District,Haymarket Square,0.99,11.5
Lyft,Shared,Northeastern University,North Station,3.35,5.0
Uber,UberPool,Theatre District,North End,1.41,8.0
Uber,UberPool,West End,Northeastern University,2.86,9.0
Uber,Black SUV,North Station,Haymarket Square,0.49,27.5
Uber,WAV,Boston University,Back Bay,1.41,8.5
Lyft,Lyft,Financial District,North End,1.17,7.0
Lyft,Lux,Fenway,Back Bay,1.39,13.5
Uber,Black SUV,Beacon Hill,South Station,2.58,32.5
Uber,UberXL,Financial District,Fenway,4.42,23.0
Lyft,Lux Black,West End,North End,1.23,16.5
Lyft,Lux Black,Theatre District,Haymarket Square,1.19,16.5
Lyft,Lux Black,South Station,Financial District,0.46,16.5
Lyft,Shared,Boston University,West End,2.87,7.0
Uber,UberPool,Beacon Hill,Northeastern University,2.63,9.0
Uber,Black SUV,South Station,Beacon Hill,1.35,26.0
Uber,Black,North End,Back Bay,3.4,27.0
Uber,UberXL,Northeastern University,West End,3.15,18.0
Uber,WAV,Haymarket Square,Beacon Hill,1.35,7.5
Lyft,Lux,Fenway,Theatre District,3.07,22.5
Lyft,Shared,Northeastern University,Theatre District,2.12,7.0
Uber,WAV,Financial District,North End,1.07,7.5
Lyft,Lux Black,Haymarket Square,West End,0.84,16.5
Uber,Black SUV,West End,Boston University,3.04,33.0
Lyft,Shared,North Station,Fenway,3.22,7.0
Lyft,Lyft,Back Bay,Northeastern University,1.44,7.0
Lyft,Lux Black,Beacon Hill,Boston University,2.68,22.5
Lyft,Lyft XL,Beacon Hill,Northeastern University,2.44,13.5
Lyft,Shared,Northeastern University,Beacon Hill,2.49,7.0
Uber,UberXL,Back Bay,Northeastern University,1.64,12.0
Uber,UberPool,North End,West End,1.23,10.0
Uber,UberPool,Financial District,Boston University,4.72,9.5
Uber,Black,West End,South Station,1.97,18.0
Lyft,Lux Black,Fenway,Back Bay,1.39,16.5
Uber,WAV,Northeastern University,Back Bay,1.1,8.0
Lyft,Shared,Beacon Hill,Northeastern University,2.44,7.0
Lyft,Lux,North Station,South Station,1.68,13.5
Lyft,Lux Black,Back Bay,Fenway,1.51,16.5
Lyft,Lux Black XL,Fenway,Back Bay,1.43,27.5
Lyft,Shared,Financial District,Fenway,4.12,10.5
Uber,WAV,Boston University,West End,2.8,11.0
Uber,Black,North Station,Haymarket Square,0.49,16.0
Uber,WAV,West End,North End,1.48,9.5
Lyft,Shared,Financial District,North End,1.22,3.5
Uber,UberPool,North Station,Fenway,3.07,9.0
Uber,UberXL,North Station,North End,1.03,11.5
Lyft,Shared,North Station,Northeastern University,3.26,7.0
Lyft,Shared,Back Bay,Haymarket Square,2.43,7.0
Lyft,Lyft XL,Haymarket Square,Beacon Hill,1.38,10.5
Uber,UberXL,Financial District,Northeastern University,4.55,21.5
Lyft,Lux,Boston University,Theatre District,3.16,19.5
Uber,Black SUV,Financial District,Haymarket Square,0.99,27.5
Lyft,Shared,Fenway,Financial District,4.54,10.5
Uber,UberXL,Financial District,Haymarket Square,0.99,10.5
Lyft,Lyft XL,Financial District,Northeastern University,4.25,19.5
Uber,Black SUV,Haymarket Square,Theatre District,1.61,27.5
Lyft,Lux Black XL,Back Bay,Boston University,1.96,26.0
Uber,WAV,Fenway,Back Bay,1.34,9.5
Uber,UberPool,North Station,Fenway,3.07,10.0
Uber,WAV,West End,North End,1.11,9.5
Lyft,Lyft,Beacon Hill,Northeastern University,2.45,9.0
Lyft,Shared,Theatre District,Boston University,2.95,7.0
Uber,UberXL,Back Bay,Haymarket Square,2.3,17.5
Lyft,Lyft XL,Haymarket Square,West End,0.71,10.5
Uber,Black SUV,Financial District,North End,1.04,27.5
Uber,UberPool,Theatre District,Northeastern University,2.81,9.0
Uber,UberX,Theatre District,North End,1.41,9.5
Uber,Black SUV,Haymarket Square,West End,0.72,27.5
Lyft,Lux Black,Haymarket Square,Back Bay,3.0,47.5
Uber,WAV,Fenway,Financial District,4.48,13.5
Lyft,Lux,Northeastern University,North Station,3.31,19.5
Uber,WAV,Financial District,North End,1.04,8.5
Uber,UberX,West End,Fenway,2.72,9.5
Uber,UberPool,Boston University,Financial District,4.44,11.0
Uber,UberPool,Financial District,South Station,0.54,5.5
Uber,Black,Haymarket Square,Beacon Hill,1.35,18.0
Lyft,Lyft,Back Bay,Haymarket Square,2.37,9.0
Lyft,Shared,Boston University,Theatre District,4.83,9.0
Lyft,Lux,Northeastern University,Beacon Hill,2.52,19.5
Lyft,Lux,Back Bay,South Station,3.29,22.5
Uber,UberX,Beacon Hill,Northeastern University,2.61,15.0
Uber,UberXL,North Station,Northeastern University,3.21,20.5
Lyft,Shared,Beacon Hill,Haymarket Square,0.95,3.5
Lyft,Lux Black,North End,North Station,1.05,16.5
Lyft,Lux Black,North End,West End,1.17,16.5
Lyft,Lux,Beacon Hill,North End,1.91,16.5
Lyft,Lux Black,Financial District,South Station,0.6,16.5
Lyft,Lux Black XL,Haymarket Square,Back Bay,2.32,32.5
Lyft,Lux,West End,Haymarket Square,0.65,10.5
Uber,UberXL,Boston University,Back Bay,1.43,17.5
Uber,WAV,Fenway,West End,2.84,12.5
Lyft,Shared,Beacon Hill,Boston University,2.66,3.0
Lyft,Lux Black XL,West End,Boston University,3.08,38.5
Lyft,Lyft XL,Beacon Hill,North End,1.87,16.5
Lyft,Lux,Financial District,South Station,0.64,10.5
Uber,Black SUV,Northeastern University,Theatre District,1.8,28.0
Uber,UberXL,Northeastern University,North Station,3.37,17.5
Uber,UberPool,Financial District,Haymarket Square,0.99,6.5
Uber,UberXL,Haymarket Square,Financial District,0.92,11.5
Lyft,Lyft XL,Northeastern University,West End,3.02,19.5
Lyft,Lux,Boston University,Beacon Hill,2.27,16.5
Uber,WAV,Boston University,Theatre District,2.62,9.5
Uber,Black,North Station,North End,1.03,16.0
Lyft,Lux,Haymarket Square,Back Bay,2.34,16.5
Uber,UberPool,Beacon Hill,North End,1.46,8.0
Lyft,Lyft XL,West End,South Station,2.18,22.5
Uber,UberXL,North End,Financial District,1.21,18.0
Uber,WAV,Fenway,Financial District,4.48,19.5
Lyft,Lux Black XL,North Station,Haymarket Square,0.54,27.5
Lyft,Lux Black,Northeastern University,Back Bay,1.05,16.5
Lyft,Lyft,West End,South Station,1.65,7.0
Uber,UberX,Beacon Hill,Northeastern University,2.61,10.0
Lyft,Lyft,Financial District,South Station,0.66,7.0
Lyft,Shared,Beacon Hill,North End,1.82,7.0
Uber,UberXL,Boston University,North Station,3.01,19.5
Uber,UberX,Theatre District,Boston University,2.98,15.0
Uber,UberXL,Beacon Hill,Fenway,2.46,16.0
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,1.22,27.5
Lyft,Lux Black,Boston University,Beacon Hill,2.31,34.0
Uber,Black SUV,Boston University,Beacon Hill,2.27,25.0
Uber,UberXL,Beacon Hill,Haymarket Square,0.91,11.5
Uber,Black SUV,Back Bay,Boston University,0.03,27.5
Lyft,Lyft,West End,Fenway,2.78,10.5
Lyft,Shared,Back Bay,Haymarket Square,1.99,7.0
Lyft,Lux Black XL,Theatre District,Boston University,2.93,34.0
Uber,UberX,Beacon Hill,Fenway,2.46,9.5
Uber,UberX,North Station,Boston University,3.39,9.5
Uber,UberX,Beacon Hill,Fenway,2.46,10.5
Uber,Black SUV,Financial District,Haymarket Square,0.99,26.5
Uber,UberXL,West End,Haymarket Square,0.61,8.5
Lyft,Lyft XL,West End,Fenway,2.82,16.5
Uber,WAV,Beacon Hill,Boston University,2.79,17.0
Lyft,Shared,Beacon Hill,Haymarket Square,1.29,5.0
Uber,UberXL,North End,Back Bay,2.33,17.0
Uber,UberPool,West End,North End,1.22,7.0
Lyft,Lyft XL,Back Bay,Northeastern University,1.44,11.0
Lyft,Lux,Beacon Hill,Fenway,2.42,16.5
Uber,UberXL,Beacon Hill,South Station,2.5,14.0
Uber,UberX,Back Bay,Haymarket Square,1.79,9.0
Uber,UberXL,Haymarket Square,West End,0.72,13.0
Uber,UberXL,Back Bay,Boston University,1.56,13.0
Lyft,Lux Black,Northeastern University,North Station,3.37,27.5
Lyft,Lyft,Northeastern University,Financial District,3.44,11.0
Uber,UberXL,Northeastern University,West End,3.16,18.5
Lyft,Lyft,Theatre District,Fenway,2.74,13.5
Uber,WAV,Boston University,Financial District,4.44,12.5
Uber,UberX,South Station,Beacon Hill,2.48,8.5
Uber,Black SUV,Boston University,Theatre District,2.62,31.0
Uber,WAV,Boston University,Theatre District,2.67,10.5
Uber,UberX,Financial District,South Station,0.63,7.5
Uber,Black SUV,Fenway,Beacon Hill,2.29,31.5
Uber,UberX,Boston University,North Station,3.01,9.5
Uber,WAV,Financial District,Haymarket Square,0.8,7.5
Lyft,Lux Black,West End,Fenway,2.82,27.5
Uber,Black SUV,Haymarket Square,West End,0.86,26.0
Lyft,Shared,Northeastern University,Theatre District,2.15,7.0
Lyft,Lux Black XL,North Station,Haymarket Square,0.57,26.0
Lyft,Lyft XL,Back Bay,Northeastern University,1.22,11.0
Lyft,Lux Black,Haymarket Square,Beacon Hill,1.35,22.5
Uber,UberXL,Theatre District,Fenway,2.38,15.0
Uber,UberXL,Fenway,North Station,3.05,17.0
Uber,Black,Haymarket Square,Beacon Hill,1.35,17.5
Lyft,Lux,Back Bay,Boston University,1.53,13.5
Lyft,Lux Black,North Station,Haymarket Square,0.54,16.5
Uber,UberXL,Financial District,South Station,0.63,8.5
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,1.29,27.5
Uber,WAV,South Station,Back Bay,3.45,10.5
Uber,UberPool,Financial District,North End,1.22,7.0
Uber,UberPool,North End,North Station,1.08,6.5
Uber,UberXL,Back Bay,South Station,3.53,18.5
Uber,UberX,Back Bay,Fenway,1.5,8.5
Lyft,Shared,West End,Fenway,2.84,9.0
Uber,Black SUV,Financial District,Northeastern University,3.79,38.5
Lyft,Lux Black,South Station,Theatre District,0.58,16.5
Lyft,Lyft,Back Bay,Northeastern University,1.45,7.0
Lyft,Lux Black,West End,Boston University,3.03,27.5
Uber,Black,North End,Financial District,1.21,15.0
Lyft,Lyft,Back Bay,Fenway,1.48,7.0
Lyft,Lyft XL,Haymarket Square,Financial District,0.92,10.5
Lyft,Lux Black XL,Financial District,North End,1.18,27.5
Lyft,Lyft,Fenway,Back Bay,1.38,7.0
Lyft,Lux,Back Bay,Boston University,1.57,13.5
Uber,UberXL,North Station,Boston University,3.39,36.0
Uber,UberPool,Financial District,Haymarket Square,0.99,7.5
Lyft,Lyft XL,West End,Northeastern University,2.8,16.5
Lyft,Lyft XL,North End,Beacon Hill,2.1,22.5
Lyft,Lyft,Financial District,Northeastern University,2.88,10.5
Uber,UberXL,South Station,West End,2.14,13.0
Lyft,Lux,Back Bay,Northeastern University,1.3,13.5
Uber,UberX,Boston University,Back Bay,1.4,8.5
Lyft,Lux,Haymarket Square,Theatre District,1.73,16.5
Lyft,Lyft,Back Bay,Fenway,1.45,7.0
Lyft,Lux Black,Haymarket Square,Financial District,1.0,16.5
Uber,UberX,Boston University,Back Bay,1.44,8.0
Lyft,Shared,Theatre District,South Station,1.18,5.0
Lyft,Lux Black XL,Financial District,Northeastern University,4.2,42.5
Uber,UberPool,Beacon Hill,Northeastern University,2.62,9.0
Uber,Black,Northeastern University,Beacon Hill,1.97,19.5
Lyft,Lyft,Beacon Hill,Northeastern University,2.42,9.0
Uber,Black SUV,Theatre District,Northeastern University,1.91,30.5
Lyft,Lux Black XL,Northeastern University,West End,3.09,32.5
Uber,WAV,North End,Beacon Hill,1.87,10.5
Uber,UberX,Fenway,Back Bay,1.34,7.5
Uber,UberPool,North End,North Station,0.9,5.5
Uber,Black,North End,Beacon Hill,1.35,17.5
Uber,UberPool,Financial District,North End,1.04,12.0
Uber,Black SUV,Beacon Hill,Northeastern University,2.61,29.5
Uber,UberPool,North Station,North End,0.92,6.5
Uber,Black SUV,South Station,Financial District,0.39,27.5
Uber,UberXL,North Station,South Station,2.29,16.0
Uber,Black,Haymarket Square,North Station,0.56,16.0
Lyft,Shared,North End,Back Bay,2.41,7.0
Uber,Black SUV,Northeastern University,Back Bay,1.08,23.0
Lyft,Lux Black XL,Northeastern University,Beacon Hill,2.45,32.5
Uber,WAV,Financial District,North End,1.04,8.0
Lyft,Lux,West End,North End,1.26,13.5
Lyft,Lux,Fenway,Beacon Hill,2.33,16.5
Lyft,Lux,North End,North Station,1.08,13.5
Lyft,Lux,Northeastern University,West End,3.04,30.0
Lyft,Lux Black XL,Fenway,Back Bay,1.45,27.5
Uber,UberX,Beacon Hill,Haymarket Square,0.91,8.0
Lyft,Lyft,Haymarket Square,North Station,0.79,5.0
Lyft,Lux,Beacon Hill,North End,1.93,16.5
Uber,UberX,Back Bay,Fenway,1.5,8.5
Lyft,Lux,South Station,West End,2.09,16.5
Lyft,Shared,Northeastern University,Back Bay,1.06,5.0
Lyft,Lux Black XL,Northeastern University,Theatre District,3.03,34.0
Uber,Black SUV,Theatre District,North End,1.41,29.5
Uber,UberX,South Station,Financial District,0.39,7.0
Uber,Black SUV,Theatre District,Fenway,2.38,33.0
Lyft,Lux,South Station,Theatre District,0.58,10.5
Uber,Black,South Station,North Station,2.17,20.5
Uber,UberXL,South Station,Back Bay,3.45,17.0
Uber,UberXL,North Station,Northeastern University,3.22,17.5
Lyft,Lyft,South Station,Beacon Hill,2.37,9.0
Lyft,Lux Black,Northeastern University,Financial District,3.41,27.5
Uber,UberX,Fenway,West End,2.84,10.5
Lyft,Lux Black,Back Bay,Boston University,1.49,16.5
Uber,Black SUV,Haymarket Square,North Station,0.56,27.5
Lyft,Lyft,Financial District,South Station,0.61,7.0
Uber,UberX,Haymarket Square,Theatre District,1.61,8.5
Uber,UberXL,Beacon Hill,Fenway,2.46,14.0
Uber,UberXL,North End,West End,0.98,10.5
Lyft,Shared,West End,North End,1.24,3.5
Uber,Black,Boston University,West End,2.8,22.0
Uber,Black,Theatre District,North End,1.41,17.5
Lyft,Shared,North Station,Haymarket Square,0.54,5.0
Lyft,Lyft XL,Haymarket Square,West End,0.75,11.0
Uber,UberPool,South Station,North Station,2.17,10.0
Lyft,Lyft XL,Northeastern University,North Station,3.3,16.5
Lyft,Shared,Beacon Hill,North End,1.54,7.0
Lyft,Lux Black,Haymarket Square,Back Bay,2.31,22.5
Uber,UberXL,Theatre District,Boston University,2.98,19.0
Lyft,Lux,Fenway,Back Bay,1.39,13.5
Lyft,Lyft XL,West End,Northeastern University,2.8,19.5
Lyft,Lyft XL,North Station,South Station,2.1,13.5
Lyft,Shared,Beacon Hill,South Station,2.57,3.5
Lyft,Shared,Northeastern University,Beacon Hill,2.05,7.0
Lyft,Lux Black,Theatre District,Northeastern University,1.97,22.5
Uber,Black,Fenway,North Station,3.05,24.0
Lyft,Lux Black,Fenway,Financial District,4.56,32.5
Lyft,Lyft XL,Fenway,Theatre District,3.11,19.5
Uber,Black SUV,Financial District,Northeastern University,4.57,37.0
Uber,WAV,Financial District,Fenway,4.4,12.5
Lyft,Lux Black XL,North End,Beacon Hill,1.73,26.0
Uber,UberX,Haymarket Square,West End,0.72,7.0
Lyft,Lyft XL,North End,Theatre District,1.72,16.5
Lyft,Lux Black,South Station,Back Bay,1.35,19.5
Uber,WAV,Financial District,South Station,0.63,7.0
Uber,UberPool,Theatre District,North End,1.41,8.0
Uber,Black,Back Bay,Haymarket Square,2.04,19.5
Lyft,Lyft XL,North Station,Haymarket Square,0.56,10.5
Uber,UberX,Financial District,Fenway,4.42,16.0
Lyft,Lyft,Boston University,Theatre District,3.11,10.5
Uber,UberXL,Haymarket Square,Back Bay,2.2,14.0
Uber,UberXL,Haymarket Square,North Station,0.56,9.5
Uber,UberXL,North Station,South Station,1.84,13.0
Lyft,Lyft XL,Boston University,Financial District,5.46,22.5
Lyft,Lux,Back Bay,Haymarket Square,2.37,16.5
Uber,UberX,Financial District,Fenway,4.4,11.5
Lyft,Lux,North End,Theatre District,1.73,16.5
Lyft,Lyft,Back Bay,Haymarket Square,2.38,7.0
Uber,WAV,Haymarket Square,North Station,0.56,7.0
Lyft,Lux Black,South Station,West End,1.78,19.5
Uber,UberX,Financial District,North End,1.04,8.0
Lyft,Shared,North End,Back Bay,3.02,7.0
Uber,UberPool,Fenway,Beacon Hill,2.32,14.5
Lyft,Lyft,Boston University,West End,2.89,9.0
Uber,UberPool,South Station,Financial District,0.39,8.0
Uber,WAV,Fenway,West End,2.84,9.5
Uber,Black,Haymarket Square,Beacon Hill,1.23,16.0
Uber,Black SUV,Theatre District,Fenway,2.66,29.5
Uber,UberPool,Theatre District,Fenway,2.38,10.0
Uber,UberX,Beacon Hill,Fenway,2.96,11.5
Lyft,Lux Black XL,South Station,Financial District,0.44,26.0
Lyft,Lux Black XL,North Station,Northeastern University,3.32,38.0
Lyft,Lyft XL,Beacon Hill,Haymarket Square,1.23,11.0
Lyft,Lux,Haymarket Square,Back Bay,2.25,19.5
Uber,UberPool,Beacon Hill,North End,2.67,9.5
Lyft,Lux Black XL,Financial District,North End,1.15,27.5
Lyft,Lux,South Station,Beacon Hill,2.4,16.5
Uber,UberX,Beacon Hill,South Station,2.58,10.5
Uber,UberXL,South Station,Theatre District,0.55,9.5
Uber,Black,Theatre District,North End,1.41,19.5
Lyft,Shared,South Station,West End,1.72,7.0
Lyft,Lux Black,Northeastern University,North Station,3.36,27.5
Uber,WAV,North Station,Fenway,3.11,11.0
Lyft,Lux Black XL,West End,Haymarket Square,0.71,27.5
Lyft,Lux Black XL,Financial District,Haymarket Square,1.0,26.0
Uber,Black,West End,Boston University,3.04,22.0
Lyft,Lux Black,Boston University,Back Bay,1.49,19.5
Uber,UberPool,West End,South Station,1.77,7.5
Uber,UberX,Beacon Hill,Northeastern University,2.61,10.5
Lyft,Lyft XL,Boston University,West End,2.89,16.5
Uber,UberX,Theatre District,South Station,1.3,8.5
Lyft,Lyft XL,Back Bay,South Station,3.21,19.5
Lyft,Shared,Haymarket Square,Financial District,1.01,3.5
Lyft,Lux Black XL,Northeastern University,Theatre District,2.17,30.0
Uber,UberX,Theatre District,Northeastern University,1.89,8.0
Lyft,Lyft,Northeastern University,Theatre District,2.92,16.5
Uber,UberPool,Northeastern University,Back Bay,1.22,7.5
Uber,UberX,Boston University,Financial District,5.56,15.0
Uber,UberX,Back Bay,Boston University,1.56,8.0
Uber,UberX,Financial District,Haymarket Square,0.99,7.0
Uber,WAV,Back Bay,South Station,1.89,9.5
Lyft,Shared,South Station,North Station,2.07,7.0
Uber,Black SUV,Theatre District,Haymarket Square,1.16,27.5
Lyft,Shared,Northeastern University,North Station,3.32,7.0
Lyft,Lux,Fenway,Beacon Hill,2.43,16.5
Uber,UberPool,Theatre District,South Station,1.3,8.0
Lyft,Lux,Theatre District,Boston University,3.04,19.5
Uber,UberX,West End,North End,1.11,8.5
Lyft,Lyft XL,South Station,Financial District,0.44,9.0
Lyft,Lux Black,Fenway,Financial District,4.6,32.5
Uber,Black,Theatre District,South Station,1.3,17.0
Lyft,Lux,Haymarket Square,Beacon Hill,1.37,13.5
Lyft,Lyft,Northeastern University,North Station,3.32,11.0
Lyft,Shared,South Station,Theatre District,0.59,3.5
Uber,UberXL,South Station,North Station,1.34,13.5
Lyft,Lux Black,Boston University,Financial District,5.22,34.0
Lyft,Lyft XL,Haymarket Square,Theatre District,1.74,13.5
Lyft,Lyft XL,Theatre District,Fenway,2.75,16.5
Lyft,Lux Black,Haymarket Square,Beacon Hill,1.29,16.5
Uber,Black,Boston University,Financial District,4.44,33.0
Lyft,Shared,Financial District,Northeastern University,3.98,7.0
Uber,Black,Financial District,Northeastern University,4.55,25.0
Lyft,Lux Black XL,North Station,Northeastern University,3.25,38.5
Uber,WAV,Boston University,North Station,3.01,11.5
Lyft,Lux Black XL,Theatre District,North End,1.53,27.5
Uber,UberX,Beacon Hill,Fenway,2.46,9.0
Lyft,Lux,Back Bay,Fenway,1.57,13.5
Lyft,Lyft,Back Bay,Northeastern University,1.44,7.0
Uber,UberPool,South Station,North Station,2.12,9.0
Lyft,Lyft,Haymarket Square,Financial District,1.04,7.0
Uber,UberX,Theatre District,Haymarket Square,1.16,8.5
Uber,WAV,Fenway,North Station,3.05,9.5
Uber,UberXL,Haymarket Square,West End,0.72,15.0
Uber,UberXL,South Station,North Station,2.12,15.0
Lyft,Shared,Back Bay,Boston University,1.52,7.0
Lyft,Lux,Theatre District,Boston University,2.93,22.5
Uber,UberXL,North End,North Station,0.9,10.5
Lyft,Lux Black XL,Back Bay,Haymarket Square,1.99,30.0
Lyft,Lux,Northeastern University,West End,3.06,19.5
Uber,WAV,Haymarket Square,Back Bay,2.32,9.0
Uber,WAV,Back Bay,Fenway,1.5,8.5
Uber,UberXL,Boston University,West End,2.8,16.5
Uber,WAV,Boston University,Theatre District,2.62,9.5
Uber,UberX,Northeastern University,Back Bay,1.1,12.5
Lyft,Lux Black,North End,Theatre District,1.72,22.5
Uber,UberPool,Back Bay,Haymarket Square,2.3,11.0
Uber,Black SUV,Boston University,West End,2.8,35.0
Uber,UberXL,Beacon Hill,Boston University,2.79,17.0
Lyft,Lyft XL,Fenway,Theatre District,3.14,16.5
Uber,UberXL,Financial District,South Station,0.63,9.5
Lyft,Lyft XL,West End,North End,1.48,13.5
Uber,UberXL,Financial District,Haymarket Square,0.99,10.5
Uber,UberX,West End,Haymarket Square,0.62,7.5
Uber,WAV,Fenway,West End,2.84,11.0
Uber,UberXL,South Station,Beacon Hill,2.48,16.5
Lyft,Lyft XL,Boston University,Theatre District,3.13,19.5
Lyft,Lyft XL,Beacon Hill,South Station,2.56,26.0
Uber,UberXL,Back Bay,Northeastern University,1.64,13.0
Lyft,Shared,Beacon Hill,Boston University,2.65,7.0
Uber,WAV,North End,Financial District,1.21,7.0
Uber,UberXL,West End,Boston University,3.04,17.0
Uber,WAV,South Station,Theatre District,0.55,7.5
Uber,Black SUV,Northeastern University,Theatre District,1.8,31.5
Uber,Black SUV,Haymarket Square,Beacon Hill,1.35,26.0
Lyft,Lux Black XL,Fenway,Back Bay,1.44,26.0
Lyft,Lux Black,North Station,Northeastern University,3.22,26.0
Lyft,Lux,Boston University,Beacon Hill,2.33,16.5
