carat,cut,color,clarity,price,x,y,z
2.14,Premium,J,SI2,13205,8.25,8.3,5.11
0.7,Ideal,G,VVS2,3205,5.74,5.77,3.51
0.53,Very Good,E,SI2,1167,5.15,5.18,3.26
0.7,Premium,F,VVS2,3136,5.66,5.62,3.53
0.91,Ideal,F,SI1,4267,6.16,6.19,3.85
0.55,Ideal,G,VS1,2132,5.27,5.24,3.27
0.92,Premium,G,SI2,3650,6.21,6.15,3.89
0.32,Ideal,G,VS1,645,4.37,4.4,2.69
1.36,Very Good,H,SI2,6279,7.09,7.16,4.38
0.3,Ideal,H,SI1,421,4.28,4.32,2.69
0.31,Ideal,D,SI1,732,4.41,4.38,2.68
0.31,Premium,F,VS2,749,4.4,4.36,2.66
1.15,Ideal,G,SI2,4877,6.7,6.74,4.19
1.01,Good,G,SI2,3948,6.38,6.48,3.93
0.72,Very Good,F,SI1,2670,5.68,5.67,3.58
0.7,Ideal,F,SI2,2011,5.72,5.69,3.57
1.32,Good,I,VS1,7143,7.14,7.18,4.24
1.7,Very Good,F,I1,5998,7.62,7.51,4.78
0.23,Premium,E,VVS2,680,3.94,3.92,2.43
1.0,Fair,F,VS2,5840,6.26,6.31,4.08
1.27,Premium,H,VS2,7849,6.96,6.88,4.23
1.07,Ideal,G,IF,9361,6.54,6.59,4.04
0.43,Premium,G,SI1,724,4.8,4.82,3.01
0.75,Ideal,E,SI1,3053,5.84,5.91,3.6
1.05,Premium,I,SI2,4374,6.64,6.61,3.99
1.0,Ideal,G,VS2,5824,6.38,6.36,3.97
0.93,Good,H,VS1,3500,6.36,6.27,3.73
0.34,Ideal,E,SI1,765,4.48,4.46,2.77
0.3,Ideal,E,VS2,844,4.34,4.32,2.66
1.5,Premium,E,SI2,10080,7.51,7.47,4.46
0.42,Ideal,E,VVS1,1369,4.91,4.88,2.92
0.9,Very Good,H,VS1,4685,6.07,6.15,3.84
0.72,Premium,F,SI1,2360,5.85,5.81,3.46
0.62,Ideal,E,SI1,1749,5.44,5.49,3.36
1.04,Premium,H,VS2,5777,6.66,6.51,3.98
0.9,Premium,I,VS1,3484,6.2,6.15,3.78
1.33,Ideal,J,SI1,5996,7.05,6.99,4.39
0.31,Premium,E,VVS2,1116,4.31,4.28,2.67
1.52,Premium,H,SI1,10330,7.47,7.45,4.48
0.51,Ideal,E,SI1,1438,5.2,5.24,3.11
0.99,Fair,I,SI2,2811,6.21,6.06,4.18
0.6,Very Good,G,VS1,1912,5.4,5.44,3.34
0.54,Very Good,G,VS1,1754,5.23,5.26,3.23
0.31,Ideal,F,VS1,872,4.35,4.32,2.69
1.02,Ideal,I,SI1,3983,6.43,6.46,3.99
0.39,Ideal,G,VVS2,952,4.68,4.71,2.9
1.36,Very Good,D,VVS2,14236,7.06,7.21,4.47
0.75,Very Good,F,SI1,2500,5.82,5.88,3.63
0.32,Ideal,E,VVS2,864,4.39,4.43,2.75
0.24,Very Good,E,VVS2,552,4.03,4.06,2.44
0.5,Very Good,F,SI1,1213,5.1,5.13,3.08
0.9,Ideal,I,SI1,3455,6.12,6.15,3.82
0.52,Premium,E,VS2,1815,5.2,5.17,3.16
0.47,Good,F,VS1,1243,5.04,5.06,3.03
0.64,Very Good,I,SI1,1390,5.47,5.52,3.46
0.44,Ideal,E,SI1,1040,4.92,4.9,3.0
0.31,Good,G,SI1,431,4.3,4.33,2.73
1.05,Very Good,D,VS2,7794,6.56,6.63,3.94
1.06,Premium,G,VS2,6296,6.64,6.68,4.02
1.01,Ideal,I,I1,2416,6.45,6.43,3.97
0.34,Premium,E,SI1,765,4.56,4.53,2.74
0.91,Very Good,D,SI2,3573,6.33,6.4,3.71
1.29,Ideal,H,SI1,6588,7.0,6.95,4.3
0.44,Premium,E,VS2,1003,4.81,4.91,3.03
0.57,Ideal,F,SI1,1751,5.33,5.31,3.31
1.11,Ideal,G,VS1,8129,6.6,6.65,4.16
0.41,Good,G,VVS1,844,4.72,4.74,3.01
0.42,Ideal,G,VVS1,1235,4.87,4.82,2.96
0.57,Very Good,E,VS1,1883,5.27,5.29,3.32
0.26,Ideal,G,SI1,394,4.08,4.11,2.54
1.3,Ideal,H,VVS1,9232,6.94,6.97,4.36
1.03,Premium,F,VS1,7328,6.46,6.48,4.0
1.21,Very Good,H,VS2,6189,6.75,6.8,4.26
1.7,Premium,I,VS2,11519,7.6,7.68,4.69
0.71,Premium,G,VS1,2803,5.7,5.65,3.54
1.56,Premium,G,VS1,14268,7.53,7.49,4.57
0.91,Ideal,G,VS2,5023,6.23,6.28,3.84
1.61,Ideal,F,VS1,17256,7.52,7.55,4.67
0.5,Ideal,G,SI2,1107,5.1,5.13,3.14
0.61,Good,F,VS1,2196,5.53,5.47,3.3
0.51,Premium,G,VS2,1546,5.15,5.1,3.19
0.3,Ideal,D,VS2,911,4.31,4.3,2.69
0.42,Very Good,F,VVS1,1391,4.77,4.82,2.97
0.54,Ideal,I,VS1,1453,5.18,5.22,3.27
1.0,Fair,E,VS1,7392,6.33,6.3,4.07
0.32,Very Good,E,SI1,672,4.41,4.37,2.77
0.74,Premium,H,VS2,2530,5.88,5.92,3.55
1.48,Ideal,E,SI2,8818,7.35,7.28,4.54
1.01,Very Good,H,SI1,4432,6.4,6.44,3.99
1.07,Ideal,F,VS2,8640,6.52,6.54,4.03
1.01,Ideal,H,SI2,4078,6.47,6.45,3.92
0.32,Ideal,D,VS2,972,4.44,4.41,2.72
0.3,Ideal,I,VS1,473,4.29,4.32,2.69
1.5,Premium,J,VVS2,8603,7.33,7.36,4.54
0.41,Ideal,F,VS2,1322,4.79,4.83,2.96
0.7,Very Good,F,VS2,2362,5.7,5.72,3.52
1.0,Good,H,SI2,3640,6.36,6.27,4.05
0.34,Ideal,G,VS2,517,4.46,4.48,2.79
0.25,Premium,F,VS1,558,4.05,4.02,2.47
1.01,Premium,F,VVS1,10341,6.55,6.48,3.96
0.43,Very Good,G,VS2,867,4.78,4.83,3.02
1.15,Premium,D,SI1,7213,6.83,6.76,4.15
0.54,Ideal,F,VS2,1572,5.28,5.25,3.23
0.58,Premium,D,SI1,1879,5.46,5.37,3.26
0.71,Good,E,VS1,3464,5.8,5.89,3.47
0.71,Very Good,E,SI1,2574,5.76,5.8,3.45
0.51,Ideal,D,VS2,1716,5.1,5.07,3.2
0.3,Very Good,G,VS1,725,4.26,4.21,2.69
0.3,Premium,G,VVS2,878,4.31,4.28,2.67
0.9,Premium,G,SI2,3445,6.25,6.3,3.79
1.02,Ideal,F,SI1,5398,6.43,6.4,4.03
0.79,Very Good,I,SI1,2095,5.86,5.83,3.7
0.7,Very Good,D,SI1,2726,5.73,5.76,3.55
1.54,Premium,F,SI2,7486,7.51,7.4,4.62
0.3,Premium,I,VVS2,675,4.33,4.28,2.66
0.56,Ideal,E,VS2,1915,5.32,5.27,3.28
0.33,Ideal,G,IF,946,4.48,4.5,2.74
1.02,Very Good,D,SI2,4583,6.56,6.54,3.84
0.65,Very Good,G,SI1,1828,5.5,5.58,3.43
2.14,Ideal,I,SI1,17213,8.21,8.26,5.11
0.55,Premium,H,VS2,1363,5.24,5.29,3.27
1.0,Fair,F,VS2,4732,6.11,6.04,4.05
1.12,Ideal,G,VVS2,9820,6.68,6.74,4.13
2.09,Premium,J,SI2,13212,8.37,8.32,5.01
0.98,Premium,H,I1,2046,6.61,6.48,3.89
2.57,Premium,D,SI2,17924,8.99,8.94,5.28
0.4,Ideal,G,VVS2,1172,4.74,4.76,2.92
1.16,Ideal,G,IF,10082,6.79,6.73,4.21
1.15,Premium,G,SI2,4861,6.72,6.68,4.19
0.57,Very Good,G,VS2,1608,5.27,5.3,3.28
0.7,Fair,H,VVS2,2500,5.49,5.42,3.59
1.83,Premium,H,SI1,10162,7.89,7.85,4.75
0.43,Ideal,F,VVS2,1250,4.87,4.82,3.0
0.7,Good,F,SI1,2401,5.6,5.63,3.58
1.01,Premium,G,VS1,6932,6.49,6.52,3.95
0.32,Ideal,E,VS2,702,4.39,4.41,2.73
0.42,Premium,D,SI1,970,4.89,4.85,2.93
1.03,Very Good,G,VS1,6628,6.5,6.55,3.96
0.72,Very Good,I,SI1,2074,5.73,5.67,3.61
2.07,Premium,J,VS2,13675,8.16,8.2,5.03
1.2,Fair,H,SI2,4368,6.61,6.56,4.27
0.46,Ideal,G,SI1,979,4.98,5.01,3.07
0.4,Ideal,D,VS2,1226,4.75,4.79,2.94
0.35,Very Good,E,VS2,767,4.46,4.49,2.78
1.0,Fair,E,SI2,3763,6.33,6.27,4.07
0.3,Very Good,D,SI1,552,4.22,4.25,2.64
0.31,Ideal,F,VVS1,840,4.34,4.36,2.71
0.34,Very Good,G,SI1,521,4.4,4.45,2.81
0.38,Ideal,E,VVS2,1100,4.61,4.62,2.86
0.41,Ideal,E,VS1,1076,4.79,4.77,2.94
0.71,Premium,F,SI1,2756,5.74,5.73,3.43
0.61,Very Good,H,VS2,1590,5.38,5.4,3.41
1.56,Very Good,H,SI2,7583,7.73,7.55,4.49
0.3,Very Good,G,VVS1,1013,4.27,4.23,2.7
1.71,Premium,G,SI1,13666,7.79,7.75,4.71
0.51,Ideal,D,VS1,1882,5.09,5.12,3.18
1.02,Ideal,E,SI2,4645,6.43,6.4,3.98
1.5,Ideal,I,VVS2,10646,7.32,7.39,4.54
1.63,Very Good,I,SI1,9090,7.6,7.67,4.73
1.0,Premium,G,VS1,6290,6.39,6.3,3.95
0.3,Premium,D,VS2,911,4.35,4.32,2.62
0.33,Premium,F,VS2,666,4.45,4.47,2.68
0.43,Ideal,G,VVS1,1264,4.92,4.86,2.96
1.31,Ideal,F,SI1,9331,7.04,7.09,4.35
0.32,Ideal,F,VS2,828,4.4,4.37,2.73
1.1,Very Good,I,SI1,4537,6.54,6.59,4.07
0.3,Premium,F,VVS2,737,4.31,4.36,2.66
1.22,Premium,E,VVS1,13824,6.87,6.85,4.19
0.85,Ideal,J,VS2,2442,6.08,6.11,3.76
1.53,Ideal,I,SI2,6255,7.4,7.35,4.56
1.51,Very Good,E,SI1,10113,7.24,7.22,4.56
1.71,Good,F,SI2,11225,7.53,7.44,4.79
0.31,Premium,G,SI1,553,4.35,4.32,2.68
1.11,Premium,F,SI1,4699,6.68,6.66,4.03
0.73,Premium,H,SI2,2102,5.84,5.8,3.56
0.25,Ideal,G,VVS2,525,4.07,4.1,2.53
1.06,Premium,I,SI1,4452,6.52,6.5,4.03
2.01,Very Good,F,SI2,17005,8.03,8.12,5.01
0.3,Ideal,E,SI2,401,4.32,4.35,2.69
0.51,Very Good,E,SI1,1318,5.17,5.2,3.15
0.33,Ideal,H,VVS1,752,4.4,4.44,2.75
0.71,Ideal,E,VS1,3354,5.67,5.71,3.55
0.29,Very Good,I,VS2,384,4.25,4.27,2.66
0.7,Fair,F,SI1,2167,5.53,5.49,3.63
2.04,Fair,E,SI2,12799,7.87,7.93,5.17
1.02,Very Good,E,SI1,5456,6.33,6.42,4.03
1.01,Very Good,I,SI1,3888,6.51,6.53,3.93
1.04,Very Good,D,SI2,5265,6.41,6.47,4.05
1.01,Very Good,I,SI1,3888,6.36,6.51,3.99
0.31,Ideal,I,VS1,502,4.35,4.38,2.7
0.3,Ideal,D,VVS2,802,4.39,4.47,2.63
0.53,Premium,I,VS2,1209,5.37,5.33,3.13
0.3,Premium,E,VVS1,956,4.33,4.28,2.64
1.69,Premium,J,I1,5277,7.79,7.7,4.66
1.47,Fair,F,SI2,6108,6.99,6.94,4.59
0.3,Ideal,G,SI2,422,4.28,4.33,2.67
0.9,Premium,I,SI1,3121,6.26,6.2,3.85
1.5,Premium,G,VS1,13720,7.44,7.39,4.39
0.33,Good,I,SI1,445,4.39,4.42,2.8
3.0,Fair,H,I1,8044,8.93,8.84,5.97
1.0,Premium,G,VS1,6606,6.35,6.4,3.98
0.53,Ideal,G,SI1,1329,5.21,5.18,3.24
0.42,Ideal,G,VS1,921,4.78,4.81,2.94
1.7,Ideal,F,VS2,18055,7.65,7.61,4.75
1.09,Ideal,G,VVS1,8778,6.58,6.63,4.1
1.08,Premium,J,SI1,4173,6.62,6.57,4.02
0.7,Very Good,F,VVS1,3252,5.7,5.64,3.59
0.6,Very Good,F,IF,2988,5.5,5.58,3.33
0.9,Good,E,VS2,3948,6.06,6.09,3.87
0.71,Ideal,I,SI1,2218,5.69,5.74,3.57
1.0,Premium,D,SI1,5880,6.38,6.32,3.97
0.83,Ideal,H,SI2,1863,6.08,5.99,3.73
1.51,Ideal,F,SI1,12252,7.31,7.25,4.56
2.2,Ideal,J,SI1,14593,8.41,8.37,5.16
2.2,Ideal,I,SI2,13512,8.33,8.29,5.17
0.53,Ideal,H,VS2,1435,5.17,5.21,3.2
1.13,Premium,H,SI2,4619,6.73,6.65,4.09
1.2,Premium,E,VVS2,12787,6.83,6.79,4.24
0.72,Ideal,E,SI2,2337,5.72,5.78,3.55
1.38,Fair,G,SI2,4730,7.19,7.13,4.38
0.51,Very Good,E,SI2,1098,5.09,5.13,3.17
1.01,Very Good,J,SI2,3793,6.42,6.44,4.03
1.14,Ideal,G,SI1,5548,6.66,6.69,4.15
0.34,Premium,E,SI2,612,4.52,4.49,2.77
0.44,Ideal,G,VVS2,1155,4.94,4.9,3.04
0.32,Good,H,SI1,449,4.36,4.42,2.77
0.91,Very Good,G,SI2,3282,6.12,6.08,3.86
0.31,Ideal,E,VS2,872,4.35,4.33,2.69
0.56,Ideal,D,VVS2,2612,5.26,5.3,3.26
1.02,Very Good,F,SI2,4162,6.49,6.53,3.93
1.16,Premium,E,VS1,8346,6.89,6.87,4.04
0.32,Ideal,D,VVS1,1067,4.41,4.44,2.73
1.5,Very Good,F,VS1,15585,7.39,7.48,4.5
0.9,Very Good,H,SI2,3301,6.17,6.24,3.83
1.01,Very Good,G,VS1,6613,6.56,6.63,3.9
2.11,Ideal,H,SI2,12226,8.43,8.35,5.03
0.93,Premium,F,VS2,4961,6.24,6.28,3.89
1.04,Premium,D,IF,15671,6.6,6.54,3.98
0.3,Ideal,F,VS2,601,4.31,4.33,2.68
0.55,Very Good,E,SI1,1587,5.33,5.38,3.13
1.2,Premium,H,VS2,6666,6.75,6.7,4.22
0.79,Premium,I,SI1,2317,5.96,5.92,3.67
1.02,Very Good,D,SI2,4964,6.62,6.68,3.91
0.41,Premium,I,VVS1,863,4.75,4.81,2.94
1.01,Very Good,D,VVS2,10499,6.49,6.58,3.91
0.5,Very Good,G,SI1,1153,5.1,5.15,3.2
0.32,Premium,G,VS2,561,4.41,4.44,2.69
1.0,Very Good,D,SI2,4348,6.33,6.39,3.96
0.41,Premium,F,VS1,1076,4.82,4.77,2.91
0.34,Very Good,E,VS2,745,4.43,4.45,2.78
0.51,Premium,F,VVS2,1953,5.08,5.1,3.17
1.01,Fair,E,SI1,4844,6.13,6.19,4.02
0.57,Premium,H,SI1,1218,5.4,5.46,3.22
0.31,Premium,E,VS2,680,4.32,4.35,2.67
0.54,Premium,G,VS1,1760,5.25,5.21,3.22
1.96,Very Good,H,SI2,13099,7.86,7.93,4.95
1.0,Very Good,G,VS2,6743,6.35,6.39,3.96
1.1,Ideal,F,SI2,5596,6.58,6.62,4.12
1.51,Ideal,G,SI2,9234,7.29,7.25,4.54
1.57,Premium,J,VS1,8595,7.44,7.47,4.57
1.06,Very Good,G,VS1,6663,6.42,6.49,4.07
0.42,Ideal,F,VVS1,1389,4.84,4.81,2.99
0.32,Ideal,G,VVS2,936,4.45,4.42,2.71
0.77,Premium,E,SI1,2846,5.84,5.79,3.66
0.27,Ideal,E,VS2,537,4.25,4.23,2.58
0.3,Ideal,I,SI1,422,4.25,4.29,2.67
0.52,Ideal,H,VS2,1385,5.12,5.08,3.16
1.04,Very Good,E,SI1,5662,6.56,6.59,3.92
1.0,Fair,F,VS1,4984,6.12,6.08,4.09
1.4,Premium,H,SI1,8223,7.19,7.11,4.46
0.36,Premium,G,SI1,689,4.57,4.53,2.81
0.31,Ideal,G,VVS1,789,4.37,4.41,2.69
0.32,Very Good,F,VVS1,926,4.34,4.39,2.7
0.31,Very Good,F,VS1,675,4.35,4.37,2.67
0.74,Very Good,J,VS1,2170,5.75,5.8,3.62
1.52,Ideal,H,I1,6793,7.75,7.73,4.77
0.54,Ideal,G,SI1,1187,5.24,5.27,3.24
0.58,Very Good,I,VS2,1408,5.37,5.4,3.32
0.33,Ideal,F,VS2,854,4.47,4.45,2.77
1.57,Ideal,G,SI1,11702,7.49,7.43,4.61
0.74,Premium,I,VS1,2193,5.79,5.76,3.63
0.91,Ideal,G,SI1,3991,6.27,6.3,3.81
1.0,Premium,H,VS2,4536,6.37,6.23,3.9
0.92,Good,I,VS1,3723,6.27,6.34,3.84
0.32,Ideal,F,VS2,828,4.43,4.4,2.72
0.71,Fair,H,VS1,2401,5.54,5.49,3.66
0.83,Fair,I,VS2,2577,5.9,5.84,3.81
1.0,Very Good,F,VVS2,8227,6.49,6.51,3.97
0.43,Premium,F,SI2,871,4.88,4.83,3.0
1.58,Ideal,I,SI1,9335,7.55,7.48,4.64
1.21,Ideal,H,SI2,6098,6.92,6.87,4.21
1.24,Ideal,H,SI1,6867,6.88,6.9,4.29
2.02,Very Good,J,SI1,12598,8.16,8.21,4.9
1.11,Premium,H,SI1,5433,6.64,6.61,4.14
1.03,Ideal,D,SI2,4839,6.61,6.53,3.99
0.33,Very Good,H,VVS2,614,4.43,4.46,2.74
0.76,Ideal,F,VS2,3257,5.89,5.92,3.6
0.91,Good,G,VS1,4284,6.03,6.11,3.86
1.59,Ideal,F,VS1,17366,7.38,7.48,4.62
0.71,Very Good,D,SI1,2964,5.78,5.81,3.44
1.06,Very Good,H,SI2,4465,6.51,6.53,4.02
0.33,Ideal,G,VVS2,752,4.42,4.46,2.74
0.36,Ideal,G,VVS2,794,4.59,4.61,2.84
0.43,Ideal,E,VS1,1094,4.85,4.87,3.06
0.52,Ideal,D,SI1,1720,5.21,5.17,3.16
1.1,Very Good,H,SI1,4276,6.53,6.59,4.13
1.67,Ideal,H,VS2,12945,7.55,7.57,4.73
1.52,Premium,E,VS1,16628,7.38,7.44,4.49
0.4,Good,H,VS1,807,4.74,4.66,2.98
0.32,Ideal,G,VS1,828,4.42,4.39,2.68
0.52,Ideal,D,VS2,1919,5.19,5.16,3.2
0.44,Premium,G,VVS2,1155,4.94,4.88,3.01
1.87,Ideal,J,SI1,10137,7.88,7.82,4.89
1.26,Fair,G,SI2,4966,7.44,7.36,3.94
0.42,Good,F,SI1,722,4.75,4.79,3.02
0.33,Ideal,D,SI1,780,4.46,4.44,2.73
0.72,Ideal,G,VS2,3547,5.81,5.83,3.55
1.19,Very Good,G,SI1,6127,6.71,6.77,4.23
0.55,Ideal,G,VVS2,2028,5.27,5.28,3.24
0.35,Ideal,F,VS2,906,4.52,4.49,2.82
0.32,Ideal,E,VS2,900,4.45,4.42,2.72
1.01,Very Good,E,VS2,6956,6.35,6.39,3.99
1.52,Very Good,G,SI1,11014,7.25,7.34,4.55
0.5,Ideal,E,VS1,1745,5.04,5.11,3.18
0.82,Premium,E,VS2,3577,5.97,5.91,3.72
1.03,Ideal,I,VS1,4199,6.48,6.4,4.02
0.32,Good,H,SI2,517,4.38,4.36,2.79
0.91,Premium,D,SI2,3943,6.24,6.16,3.78
0.78,Ideal,F,VS1,3537,5.9,5.92,3.64
1.51,Ideal,F,VS2,15688,7.37,7.32,4.58
1.01,Good,F,SI1,4549,6.29,6.33,4.01
0.71,Premium,I,SI1,1774,5.73,5.71,3.53
0.52,Ideal,H,VVS1,1767,5.17,5.19,3.21
1.06,Ideal,H,SI2,4749,6.67,6.63,3.98
0.64,Premium,D,SI2,1751,5.52,5.5,3.46
0.38,Very Good,G,SI1,755,4.64,4.67,2.89
0.4,Good,J,VS2,591,4.67,4.7,3.0
0.4,Ideal,G,IF,1257,4.72,4.76,2.91
0.52,Ideal,G,VVS2,2012,5.24,5.18,3.18
0.32,Premium,H,SI1,591,4.43,4.4,2.69
0.28,Very Good,E,VS1,452,4.26,4.32,2.53
1.5,Very Good,H,VS2,7484,7.26,7.21,4.57
2.14,Ideal,J,VS2,14802,8.28,8.31,5.15
0.34,Premium,G,VS2,765,4.5,4.47,2.77
0.3,Premium,E,VS2,844,4.33,4.31,2.66
0.37,Premium,G,VS2,833,4.59,4.55,2.87
0.51,Very Good,F,VS2,1774,5.22,5.29,3.08
2.21,Ideal,D,SI2,16558,8.36,8.31,5.18
0.26,Very Good,E,VS1,453,4.09,4.12,2.49
0.31,Premium,G,VVS2,707,4.31,4.34,2.66
0.7,Good,E,SI2,2116,5.63,5.69,3.45
0.71,Ideal,E,VS2,3191,5.71,5.75,3.56
0.37,Very Good,E,VS2,811,4.64,4.71,2.78
1.03,Ideal,G,SI2,4873,6.5,6.52,4.02
0.55,Ideal,I,VVS1,1712,5.29,5.24,3.25
1.0,Very Good,G,SI2,3920,6.38,6.29,4.01
0.75,Ideal,E,SI1,2964,5.84,5.86,3.61
0.39,Ideal,D,VS1,1170,4.77,4.71,2.86
0.7,Ideal,G,VS2,2757,5.7,5.67,3.5
0.9,Very Good,G,SI1,3718,6.07,6.13,3.88
1.52,Premium,D,SI2,9561,7.42,7.37,4.48
1.32,Ideal,I,SI2,5721,7.07,7.03,4.35
4.01,Premium,J,I1,15223,10.02,9.94,6.24
0.43,Premium,F,SI1,792,4.77,4.81,3.0
0.93,Premium,J,VS2,3250,6.3,6.23,3.9
0.4,Ideal,D,VVS2,1111,4.68,4.72,2.95
0.72,Premium,J,VS2,1941,5.67,5.77,3.53
0.76,Good,I,SI1,2016,5.75,5.73,3.68
1.08,Very Good,J,SI2,3810,6.57,6.4,4.1
0.72,Very Good,I,VVS2,2530,5.7,5.72,3.57
1.01,Very Good,E,SI1,4563,6.44,6.5,3.95
1.6,Premium,H,SI1,9017,7.54,7.49,4.66
1.19,Premium,E,I1,3572,6.91,6.87,4.15
0.7,Very Good,G,SI2,1715,5.66,5.59,3.55
0.77,Ideal,H,VS1,3468,5.91,5.97,3.64
0.31,Very Good,H,VVS2,625,4.32,4.37,2.67
1.01,Ideal,G,VS1,7059,6.6,6.53,3.88
0.5,Fair,F,I1,713,5.08,4.97,3.21
1.02,Ideal,F,SI2,4162,6.41,6.44,3.99
1.55,Premium,H,VS2,11567,7.51,7.47,4.55
0.53,Premium,E,SI2,1141,5.21,5.24,3.16
0.35,Ideal,F,VVS1,1096,4.55,4.58,2.8
0.5,Good,D,SI2,979,5.09,5.02,3.22
1.01,Fair,F,SI1,3991,6.21,6.13,4.12
0.42,Ideal,G,VVS1,1235,4.84,4.78,2.97
0.91,Premium,D,SI1,4228,6.17,6.12,3.86
0.32,Premium,G,SI1,612,4.43,4.4,2.76
0.41,Ideal,H,VS1,827,4.77,4.81,2.96
0.74,Ideal,D,VS1,3812,5.8,5.84,3.57
0.27,Very Good,E,VS1,413,4.19,4.22,2.55
0.51,Ideal,E,VS2,1656,5.12,5.14,3.17
1.35,Ideal,J,VS1,6048,7.17,7.06,4.43
1.0,Very Good,E,SI2,4576,6.33,6.4,3.86
1.5,Premium,J,VVS2,7983,7.25,7.22,4.54
2.03,Ideal,H,SI1,16900,8.07,7.99,5.05
1.2,Very Good,H,SI2,5408,6.88,6.94,4.16
1.01,Premium,F,SI1,4632,6.33,6.29,3.98
0.34,Ideal,G,VVS1,895,4.47,4.49,2.8
1.01,Good,F,VS2,6037,6.16,6.23,3.97
0.44,Ideal,J,VVS2,726,4.88,4.91,3.04
1.01,Good,H,SI1,4559,6.37,6.4,4.04
0.4,Premium,F,VS2,1080,4.8,4.75,2.9
1.5,Premium,H,VVS2,11855,7.31,7.26,4.58
1.05,Very Good,H,SI1,5072,6.39,6.46,4.06
0.35,Ideal,I,SI2,580,4.62,4.53,2.82
0.7,Ideal,H,VS2,2862,5.71,5.74,3.5
0.41,Ideal,H,IF,1243,4.74,4.71,2.97
0.3,Ideal,H,VVS2,776,4.25,4.22,2.66
0.33,Ideal,G,VS1,666,4.43,4.46,2.76
1.77,Ideal,D,SI2,10051,7.92,7.85,4.8
0.78,Ideal,D,SI2,3454,5.91,5.94,3.64
0.38,Ideal,D,VVS2,1060,4.77,4.71,2.86
1.51,Ideal,G,SI1,11255,7.3,7.27,4.58
1.51,Premium,H,VS2,11435,7.28,7.32,4.55
0.52,Ideal,E,VS2,1576,5.2,5.24,3.17
0.41,Premium,I,VVS2,827,4.81,4.87,2.9
1.29,Premium,F,VS1,10437,7.14,7.1,4.22
2.04,Ideal,I,SI1,15308,8.3,8.26,4.97
0.92,Very Good,H,VS1,4228,6.2,6.12,3.8
1.26,Ideal,G,SI1,7711,6.92,6.98,4.3
1.05,Ideal,H,SI1,5704,6.62,6.58,4.01
0.9,Very Good,F,SI1,3724,6.14,6.2,3.8
0.91,Good,G,SI1,5394,6.33,6.4,3.67
2.28,Premium,H,SI2,15413,8.39,8.33,5.23
1.52,Good,H,SI1,10078,7.3,7.24,4.64
0.59,Very Good,G,VS1,1915,5.54,5.58,3.19
1.31,Ideal,H,VS1,8392,7.0,6.98,4.36
0.34,Ideal,D,VVS1,1211,4.48,4.46,2.76
2.01,Premium,H,SI2,15917,8.11,8.06,5.04
0.52,Premium,E,VS2,1815,5.18,5.15,3.23
0.59,Fair,G,I1,903,5.26,5.2,3.38
0.35,Premium,F,VS2,706,4.51,4.55,2.81
1.6,Very Good,E,SI2,11537,7.5,7.55,4.7
1.63,Ideal,I,VS2,11019,7.54,7.58,4.68
0.31,Ideal,E,VVS1,863,4.36,4.38,2.67
1.23,Ideal,I,SI2,5269,6.88,6.84,4.26
1.54,Ideal,G,VVS2,15197,7.36,7.3,4.58
0.33,Ideal,I,SI1,572,4.49,4.46,2.75
0.37,Ideal,F,SI2,572,4.65,4.68,2.84
0.36,Premium,G,VS2,589,4.51,4.55,2.83
1.05,Ideal,J,SI1,4405,6.53,6.57,4.03
0.72,Ideal,G,SI2,2089,5.72,5.74,3.56
1.01,Good,F,SI1,4989,6.48,6.45,3.91
0.4,Very Good,J,IF,828,4.64,4.7,2.93
1.21,Good,H,VS1,6871,6.88,6.84,4.08
2.01,Good,I,VS2,16149,7.95,7.87,5.03
0.5,Very Good,D,SI1,1436,5.18,5.2,3.05
0.53,Ideal,D,VS2,1857,5.17,5.23,3.2
1.01,Premium,J,SI2,2683,6.49,6.43,3.77
0.72,Very Good,F,SI1,2540,5.72,5.77,3.58
0.72,Ideal,F,VVS2,3780,5.83,5.77,3.53
0.25,Very Good,D,VS2,399,4.07,4.11,2.5
1.12,Ideal,D,SI1,7153,6.75,6.78,4.09
1.1,Ideal,G,VS2,6972,6.7,6.74,4.05
0.31,Good,F,VS1,779,4.3,4.27,2.74
0.8,Premium,G,SI2,2484,5.96,5.9,3.68
0.54,Ideal,F,VS2,1820,5.3,5.27,3.23
1.01,Good,E,VS1,6159,6.2,6.23,4.09
0.36,Premium,F,SI1,600,4.54,4.61,2.82
1.33,Premium,G,VS1,9699,6.96,7.01,4.38
0.27,Ideal,E,VVS1,799,4.17,4.15,2.59
1.01,Ideal,E,SI1,6346,6.5,6.47,3.96
1.0,Very Good,I,SI1,4088,6.37,6.31,4.01
0.72,Ideal,F,SI2,2456,5.75,5.78,3.56
1.29,Ideal,G,VS2,7080,6.91,6.89,4.34
0.5,Very Good,G,VVS2,1904,5.05,5.09,3.19
2.4,Ideal,J,SI1,16687,8.6,8.5,5.36
0.83,Very Good,D,SI1,2811,5.98,5.95,3.79
0.54,Good,E,VS2,1771,5.27,5.32,3.19
0.3,Ideal,F,VS2,573,4.29,4.33,2.67
1.51,Good,F,SI1,11560,7.3,7.32,4.45
2.26,Good,I,SI2,16241,8.73,8.66,4.95
1.02,Premium,D,SI1,5998,6.4,6.34,3.98
0.34,Ideal,G,VS1,720,4.52,4.57,2.75
0.32,Ideal,E,VVS2,1080,4.43,4.4,2.72
